,Activity Type,Date,Title,Distance,Calories,Time taken,Avg HR,Max HR,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Best Lap Time,Number of Laps,Time,Temp,Shoes
1263,Cardio,2021-02-07 0:00:00,Denver Running,4.136,231.228,28.673,187.965,164.287,191.339,210.598,6.932,6.445,872.651,891.969,0.454,5.839,4.589,2021-02-07 15:51:00,34.88,Asics Magic Speed
1264,Cardio,2022-11-25 0:00:00,Wicomico County Running,0.649,910.087,9.357,84.601,156.014,161.748,182.553,14.409,13.531,740.623,770.494,0.657,5.951,1.47,2022-11-25 14:54:00,18.62,Craft Pro Endur Distance
1265,Running,2022-09-27 0:00:00,Isla Verde - Running,13.639,83.403,91.082,71.132,176.571,175.938,170.454,6.678,6.014,226.493,857.479,0.371,2.384,13.491,2022-09-27 6:22:00,18.22,Brooks Ghost 15
1266,Treadmill Running,2023-03-01 0:00:00,Lancaster Running,5.925,365.93,41.352,136.246,165.619,185.74,200.998,6.98,6.627,774.652,195.195,0.616,4.144,6.303,2023-03-01 10:39:00,12.62,Craft Pro Endur Distance
1267,Treadmill Running,2022-08-26 0:00:00,Fairfax County Running,5.397,25.252,35.887,115.821,167.04,137.285,168.046,6.649,6.412,513.788,576.726,0.52,5.494,5.726,2022-08-26 17:55:00,5.42,Hoka Mach 5
1268,Cardio,2021-11-06 0:00:00,Rye Running,5.495,140.151,37.197,70.712,166.465,131.036,159.745,6.769,6.568,965.116,665.986,1.586,1.089,5.846,2021-11-06 5:01:00,13.33,Altra Paradigm 6
1269,Treadmill Running,2021-01-12 0:00:00,Exeter Running,10.968,642.985,76.513,133.663,169.995,140.423,148.602,6.976,6.272,795.172,679.7,0.715,7.453,11.111,2021-01-12 20:15:00,30.85,Adidas Ultra Boost 20
1270,Treadmill Running,2023-04-26 0:00:00,Annapolis Running,3.466,468.31,25.572,102.108,162.054,146.946,229.049,7.378,6.446,681.306,188.04,1.829,4.602,4.015,2023-04-26 18:05:00,23.28,Craft Pro Endur Distance
1271,Treadmill Running,2021-03-05 0:00:00,Richmond Running,17.492,240.664,117.637,129.581,180.243,138.882,136.322,6.725,6.255,596.333,631.307,0.821,1.763,17.152,2021-03-05 17:17:00,17.68,Brooks Ghost 14
1272,Running,2021-10-01 0:00:00,Bethlehem Running,11.651,384.436,79.578,182.149,172.373,199.307,139.133,6.83,6.613,389.728,401.33,0.603,4.133,11.693,2021-10-01 4:57:00,13.95,Nike Alphafly Next% 2
1273,Treadmill Running,2021-07-27 0:00:00,Logan Running,10.735,190.897,72.368,89.728,172.441,191.792,159.897,6.741,6.399,545.197,905.811,0.753,5.045,10.785,2021-07-27 19:53:00,10.18,Craft Pro Endur Distance
1274,Cardio,2021-12-14 0:00:00,Fairfax County Running,11.176,313.665,76.008,127.796,172.23,128.167,173.294,6.801,6.197,816.371,256.73,0.604,3.645,11.229,2021-12-14 9:23:00,27.5,Craft Pro Endur Distance
1275,Treadmill Running,2022-03-27 0:00:00,East Buffalo Running,3.816,228.659,26.528,148.145,163.918,123.126,196.439,6.952,6.75,445.04,387.16,0.497,1.351,4.287,2022-03-27 4:50:00,14.13,Brooks Launch 9/GTS 9
1276,Running,2023-04-16 0:00:00,Allentown Running,9.987,124.003,67.008,187.669,171.948,161.288,200.955,6.709,5.825,920.937,892.019,1.241,7.429,10.066,2023-04-16 10:50:00,21.37,Hoka Mach 5
1277,Running,2021-07-31 0:00:00,East Buffalo Running,3.07,539.082,23.34,151.876,161.152,131.204,215.406,7.604,6.714,147.544,705.2,1.153,1.867,3.659,2021-07-31 7:59:00,5.66,Brooks Launch 9/GTS 9
1278,Treadmill Running,2022-05-08 0:00:00,Running,10.609,340.838,72.392,155.855,171.387,115.437,162.412,6.823,6.592,164.945,445.937,1.207,5.103,10.703,2022-05-08 19:34:00,21.97,Altra Paradigm 6
1279,Cardio,2023-01-16 0:00:00,Rye Running,11.27,647.775,78.551,96.41,170.328,171.749,212.552,6.97,6.403,976.426,202.538,1.274,4.856,11.396,2023-01-16 16:30:00,34.56,Brooks Ghost 15
1280,Cardio,2023-07-04 0:00:00,Isla Verde - Running,3.267,536.381,24.636,117.977,161.405,189.161,164.104,7.542,6.637,488.028,748.153,0.102,2.142,3.844,2023-07-04 8:35:00,6.4,Hoka Mach 5
1281,Running,2023-10-03 0:00:00,Howard County Running,1.438,24.01,9.525,96.137,162.301,147.359,127.138,6.623,6.349,572.927,795.973,0.985,1.488,2.003,2023-10-03 8:40:00,19.29,Hoka Mach 5
1282,Cardio,2022-12-16 0:00:00,Boca Raton - Running,4.066,406.309,29.214,63.872,163.148,131.064,200.658,7.184,6.187,161.022,50.549,1.707,0.372,4.565,2022-12-16 11:11:00,29.72,Brooks Ghost 15
1283,Cardio,2022-03-29 0:00:00,Cherry Hill Running,11.459,146.573,76.933,178.543,173.576,199.325,182.072,6.714,5.905,596.82,521.814,0.178,4.04,11.456,2022-03-29 8:05:00,14.4,Craft Pro Endur Distance
1284,Running,2023-02-14 0:00:00,Bethlehem Running,15.369,408.784,104.468,166.599,176.684,175.111,219.783,6.797,5.954,613.065,853.773,0.222,3.89,15.195,2023-02-14 10:50:00,25.42,Nike Pegasus 40
1285,Running,2021-09-30 0:00:00,Voorhees Running,15.04,609.819,103.432,82.171,175.078,174.673,182.489,6.877,6.258,512.333,22.423,0.615,2.237,14.933,2021-09-30 6:33:00,18.38,Brooks Ghost 14
1286,Cardio,2023-09-29 0:00:00,Rye Running,10.741,942.29,76.716,56.687,167.918,199.232,145.921,7.143,6.191,915.088,256.103,0.747,3.506,10.968,2023-09-29 20:21:00,15.44,Nike Pegasus 40
1287,Running,2023-04-02 0:00:00,Philadelphia Running,2.687,396.04,19.971,180.514,161.555,152.201,210.85,7.433,7.18,103.351,32.556,0.981,3.655,3.265,2023-04-02 5:40:00,24.01,Brooks Ghost 15
1288,Treadmill Running,2023-06-05 0:00:00,Boca Raton - Running,10.278,446.563,70.797,114.534,170.353,139.052,225.094,6.888,6.303,638.407,189.37,1.578,5.558,10.416,2023-06-05 6:21:00,9.35,Nike Pegasus 40
1289,Running,2022-01-17 0:00:00,Pennsauken Running,11.379,701.959,79.59,168.781,170.133,118.155,155.141,6.994,6.514,304.766,510.784,0.132,5.349,11.512,2022-01-17 4:20:00,30.77,Brooks Launch 9/GTS 9
1290,Running,2021-11-29 0:00:00,Richmond Running,10.756,850.08,76.292,135.719,168.493,160.172,229.179,7.093,6.83,130.939,411.581,0.463,4.18,10.961,2021-11-29 4:00:00,24.7,Craft Pro Endur Distance
1291,Cardio,2021-07-27 0:00:00,New York Running,14.283,582.399,98.235,181.777,174.335,147.623,215.986,6.878,6.373,75.176,235.121,0.056,0.251,14.215,2021-07-27 19:53:00,8.65,Nike Alphafly Next% 2
1292,Cardio,2021-04-16 0:00:00,Lancaster Running,12.336,837.006,86.735,185.11,170.466,169.359,177.41,7.031,6.143,757.489,233.556,0.992,8.37,12.444,2021-04-16 19:24:00,18.61,Brooks Launch 9/GTS 9
1293,Cardio,2021-08-09 0:00:00,Wicomico County Running,9.122,781.878,65.018,96.799,166.944,142.714,159.689,7.128,6.682,426.126,55.555,0.132,1.791,9.408,2021-08-09 15:58:00,9.5,Brooks Ghost 14
1294,Running,2021-06-07 0:00:00,Exeter Running,16.454,935.844,114.714,134.007,174.807,126.612,201.483,6.972,6.351,888.682,90.98,0.676,5.714,16.34,2021-06-07 14:53:00,6.13,Nike Alphafly Next% 2
1295,Cardio,2023-10-21 0:00:00,Denver Running,15.538,625.839,106.838,64.07,175.578,184.458,207.858,6.876,6.362,912.888,372.913,0.474,4.782,15.405,2023-10-21 10:33:00,15.09,Hoka Mach 5
1296,Cardio,2023-05-23 0:00:00,Bethlehem Running,13.023,129.026,87.247,62.44,175.558,128.362,193.987,6.699,6.497,653.975,581.205,1.127,6.267,12.923,2023-05-23 12:31:00,12.96,Nike Pegasus 40
1297,Cardio,2022-01-11 0:00:00,Fairfax County Running,9.774,592.363,68.273,133.559,168.869,133.979,230.987,6.985,6.438,66.153,408.905,1.761,1.213,9.976,2022-01-11 4:26:00,26.09,Craft Pro Endur Distance
1298,Treadmill Running,2021-06-24 0:00:00,Richmond Running,9.646,857.048,68.942,64.863,167.12,119.66,212.476,7.147,6.2,871.213,726.927,1.035,5.426,9.919,2021-06-24 21:03:00,6.9,Brooks Launch 9/GTS 9
1299,Running,2022-12-17 0:00:00,Boulder County Running,0.828,633.874,8.96,89.959,157.893,118.815,159.137,10.825,10.305,461.304,619.772,0.451,1.887,1.573,2022-12-17 21:20:00,28.17,Craft Pro Endur Distance
1300,Treadmill Running,2022-12-24 0:00:00,Baltimore - Running,10.092,42.024,67.238,99.497,172.569,141.806,156.949,6.662,6.049,835.542,539.753,0.751,1.27,10.146,2022-12-24 16:51:00,34.12,Nike Pegasus 40
1301,Cardio,2022-04-21 0:00:00,Denver Running,4.252,52.621,28.417,145.299,165.502,199.507,172.52,6.684,6.283,610.266,881.058,0.452,6.016,4.655,2022-04-21 12:38:00,24.46,Nike Alphafly Next% 2
1302,Running,2022-01-05 0:00:00,Haverford Running,16.369,674.942,112.652,120.284,176.278,117.695,194.624,6.882,6.368,245.077,681.449,0.217,1.926,16.198,2022-01-05 9:11:00,31.75,Altra Paradigm 6
1303,Cardio,2023-05-27 0:00:00,Anne Arundel County Running,12.622,876.662,88.862,87.099,170.569,124.308,142.219,7.04,6.458,217.384,666.353,0.387,4.694,12.722,2023-05-27 16:09:00,16.91,Craft Pro Endur Distance
1304,Running,2021-04-27 0:00:00,Annapolis Running,12.811,152.664,85.97,59.42,175.161,132.96,203.195,6.711,6.035,652.307,46.614,1.083,7.625,12.729,2021-04-27 17:36:00,13.79,Nike Alphafly Next% 2
1305,Treadmill Running,2023-03-01 0:00:00,Chester Running,13.949,12.79,92.745,61.435,177.369,116.899,127.338,6.649,5.807,159.206,393.333,0.499,5.092,13.766,2023-03-01 18:53:00,17.58,Craft Pro Endur Distance
1306,Cardio,2021-03-19 0:00:00,Anne Arundel County Running,1.868,885.262,17.324,87.413,157.624,121.009,146.117,9.276,8.587,178.356,328.38,0.271,4.599,2.61,2021-03-19 13:10:00,15.75,Adidas Ultra Boost 20
1307,Cardio,2023-06-06 0:00:00,Baltimore Other,5.414,105.628,36.463,164.852,166.576,145.14,144.784,6.734,5.792,654.569,941.383,1.273,5.235,5.762,2023-06-06 12:11:00,4.94,Brooks Ghost 15
1308,Cardio,2021-12-28 0:00:00,Denver Running,9.504,420.958,65.496,79.739,169.579,186.655,230.605,6.891,6.666,741.171,556.508,1.775,7.146,9.682,2021-12-28 4:44:00,27.3,Nike Alphafly Next% 2
1309,Treadmill Running,2022-01-06 0:00:00,Anne Arundel County Running,0.85,21.175,5.597,162.545,161.614,133.776,176.347,6.581,6.046,529.319,95.977,0.474,4.88,1.449,2022-01-06 4:27:00,28.43,Brooks Ghost 14
1310,Cardio,2021-10-05 0:00:00,Running,7.078,584.957,50.285,130.496,165.681,124.495,170.192,7.105,6.249,911.118,944.922,1.609,6.911,7.439,2021-10-05 6:32:00,19.35,Altra Paradigm 6
1311,Treadmill Running,2023-07-27 0:00:00,Exeter Running,10.983,868.371,77.909,79.709,168.655,170.742,215.077,7.093,6.723,456.632,463.551,1.296,4.085,11.179,2023-07-27 21:08:00,4.8,Nike Pegasus 40
1312,Running,2022-11-28 0:00:00,Logan Running,10.198,832.661,72.478,121.177,167.929,192.387,214.927,7.107,6.37,719.025,412.476,0.059,3.264,10.432,2022-11-28 7:12:00,22.23,Nike Pegasus 40
1313,Treadmill Running,2022-05-15 0:00:00,Richmond Running,13.008,85.143,86.893,78.158,175.804,128.932,129.643,6.68,6.197,560.711,87.14,1.22,2.7,12.898,2022-05-15 5:45:00,13.94,Brooks Launch 9/GTS 9
1314,Treadmill Running,2023-10-15 0:00:00,Jefferson County Running,5.397,913.308,40.976,181.689,161.686,114.858,190.461,7.593,6.877,749.065,167.485,1.783,1.88,5.936,2023-10-15 5:41:00,14.57,Hoka Mach 5
1315,Treadmill Running,2022-02-16 0:00:00,Baltimore - Running,14.927,125.425,99.9,76.701,177.862,161.694,231.518,6.692,6.424,943.306,764.514,1.507,6.255,14.712,2022-02-16 20:41:00,31.54,Craft Pro Endur Distance
1316,Treadmill Running,2022-09-04 0:00:00,Baltimore Running,17.167,525.955,117.106,154.375,178.133,154.677,156.653,6.822,6.442,862.248,257,1.209,2.718,16.913,2022-09-04 14:17:00,20.42,Nike Pegasus 40
1317,Treadmill Running,2023-01-10 0:00:00,Howard County Running,11.916,973.21,84.717,70.726,169.141,128.132,159.965,7.11,6.272,690.247,497.904,1.81,2.49,12.081,2023-01-10 15:09:00,30.75,Brooks Ghost 15
1318,Cardio,2022-07-14 0:00:00,Philadelphia Running,17.91,13.099,119.11,62.366,182.115,151.135,218.68,6.651,5.694,691.326,352.282,0.334,1.964,17.491,2022-07-14 21:45:00,10.16,Craft Pro Endur Distance
1319,Cardio,2022-07-26 0:00:00,Howard County Running,3.914,39.826,26.097,116.07,165.174,123.319,187.921,6.668,6.232,90.19,16.95,0.022,7.08,4.335,2022-07-26 8:11:00,4.52,Brooks Ghost 15
1320,Cardio,2022-04-07 0:00:00,East Buffalo Running,6.085,853.342,45.214,157.329,162.873,125.923,189.005,7.431,6.965,676.616,850.268,0.245,3.828,6.569,2022-04-07 11:54:00,18.08,Craft Pro Endur Distance
1321,Treadmill Running,2021-11-20 0:00:00,Chester Running,13.364,830.73,93.539,137.239,171.736,135.387,202.643,6.999,6.538,275.545,847.604,0.315,6.069,13.409,2021-11-20 9:20:00,18.98,Craft Pro Endur Distance
1322,Cardio,2021-07-13 0:00:00,Haddon Running,15.262,204.261,102.58,135.544,177.788,156.002,162.335,6.721,5.858,804.773,39.479,0.809,8.517,15.046,2021-07-13 15:14:00,6.41,Brooks Launch 9/GTS 9
1323,Running,2022-07-31 0:00:00,Ocean City Running,9.19,548.78,64.134,98.872,168.431,153.583,219.836,6.979,6.245,940.166,877.5,0.932,0.791,9.416,2022-07-31 5:22:00,2.69,Nike Pegasus 40
1324,Running,2021-04-22 0:00:00,Isla Verde - Running,13.891,584.557,95.636,141.616,173.852,172.134,123.812,6.885,6.624,122.118,73.117,0.903,3.466,13.846,2021-04-22 17:41:00,21.41,Craft Pro Endur Distance
1325,Running,2022-05-10 0:00:00,New Castle Running,15.422,671.681,106.326,115.664,175.162,164.369,229.494,6.895,6.102,702.866,143.183,1.509,5.798,15.307,2022-05-10 17:08:00,13.39,Brooks Launch 9/GTS 9
1326,Treadmill Running,2023-08-29 0:00:00,Richmond Running,17.89,97.81,119.462,59.2,181.58,193.554,159.114,6.678,5.998,917.314,257.999,0.417,4.926,17.492,2023-08-29 18:36:00,3.72,Brooks Ghost 15
1327,Running,2022-08-06 0:00:00,Philadelphia - Running,17.796,428.068,120.735,185.107,179.478,114.545,216.121,6.784,6.429,663.553,752.974,1.654,2.353,17.482,2022-08-06 5:45:00,9.66,Nike Pegasus 40
1328,Running,2022-09-25 0:00:00,Isla Verde - Running,2.547,467.061,19.449,185.143,160.96,193.642,156.168,7.636,7.314,224.55,425.816,1.138,6.093,3.15,2022-09-25 19:04:00,20.8,Brooks Ghost 15
1329,Cardio,2022-09-26 0:00:00,Santurce - Running,7.486,369.926,51.766,74.791,167.466,135.944,137.682,6.915,6.166,215.531,385.245,1.161,1.56,7.772,2022-09-26 21:28:00,19.57,Craft Pro Endur Distance
1330,Cardio,2021-11-04 0:00:00,Philadelphia - Running,10.706,851.101,75.964,83.79,168.427,200.507,227.407,7.095,6.492,587.101,234.018,1.859,7.635,10.914,2021-11-04 7:43:00,16.79,Nike Alphafly Next% 2
1331,Cardio,2021-03-10 0:00:00,Cardio,17.586,304.442,118.629,82.941,179.971,126.86,201.821,6.745,5.788,879.854,445.448,0.142,4.186,17.255,2021-03-10 11:33:00,15.73,Adidas Ultra Boost 20
1332,Cardio,2023-05-25 0:00:00,Philadelphia Running,16.625,653.816,114.235,68.735,176.713,124.581,224.315,6.871,6.47,733.717,408.343,1.658,3.07,16.434,2023-05-25 15:44:00,13.15,Hoka Mach 5
1333,Treadmill Running,2022-09-17 0:00:00,Fairfax County Running,9.934,801.534,70.54,135.502,167.8,170.624,219.481,7.101,6.654,863.955,80.422,1.051,2.768,10.176,2022-09-17 8:59:00,16.82,Craft Pro Endur Distance
1334,Cardio,2021-01-26 0:00:00,Rye Running,1.571,817.411,14.963,123.102,157.678,174.055,148.438,9.522,8.803,321.827,392.843,0.121,3.949,2.316,2021-01-26 10:49:00,27.07,Asics Magic Speed
1335,Cardio,2021-03-01 0:00:00,West Pennsboro Running,13.194,221.143,88.913,144.165,175.207,127.147,197.627,6.739,5.917,101.519,953.045,0.084,3.394,13.105,2021-03-01 20:56:00,22.4,Asics Magic Speed
1336,Treadmill Running,2021-04-05 0:00:00,Haverford Running,7.852,929.841,57.415,83.53,164.53,115.723,193.266,7.312,6.532,685.456,770.865,0.054,5.827,8.249,2021-04-05 17:58:00,13.1,Brooks Launch 9/GTS 9
1337,Treadmill Running,2023-10-26 0:00:00,Pennsauken Running,11.833,675.189,82.459,111.343,170.839,139.241,187.038,6.968,6.272,399.32,919.891,0.096,0.087,11.933,2023-10-26 13:16:00,14.15,Nike Pegasus 40
1338,Running,2021-05-02 0:00:00,Ocean City Running,2.411,863.777,20.819,179.708,158.405,185.944,143.904,8.634,7.871,323.937,667.102,1.2,0.331,3.116,2021-05-02 16:57:00,24.55,Craft Pro Endur Distance
1339,Running,2021-03-10 0:00:00,Cherry Hill Running,4.251,140.062,28.916,177.275,164.974,160.105,134.301,6.802,6.488,169.011,989.98,0.588,6.573,4.676,2021-03-10 7:31:00,15.12,Asics Magic Speed
1340,Running,2021-07-24 0:00:00,Philadelphia Running,3.924,811.135,30.587,137.144,160.536,165.16,133.514,7.795,7.517,354.901,653.142,1.421,7.666,4.527,2021-07-24 12:50:00,2.09,Nike Alphafly Next% 2
1341,Cardio,2021-02-14 0:00:00,New Castle Running,7.551,795.913,54.644,85.505,164.976,149.425,127.913,7.237,6.751,95.451,397.463,0.141,5.341,7.934,2021-02-14 17:06:00,33.57,Adidas Ultra Boost 20
1342,Cardio,2023-01-11 0:00:00,Isla Verde - Running,1.669,720.071,15.054,160.989,158.382,158.586,148.972,9.02,8.63,428.029,691.236,1.779,4.108,2.384,2023-01-11 11:44:00,32.17,Hoka Mach 5
1343,Cardio,2023-02-02 0:00:00,Manheim Running,14.473,662.431,99.957,57.872,174.08,125.381,235.757,6.906,6.375,538.287,370.759,0.596,8.315,14.412,2023-02-02 10:20:00,29.21,Brooks Ghost 15
1344,Cardio,2023-01-10 0:00:00,Howard County Running,2.146,453.688,16.704,114.812,160.56,143.034,244.855,7.783,7.023,652.272,602.646,1.338,4.906,2.77,2023-01-10 21:38:00,26.93,Hoka Mach 5
1345,Cardio,2021-10-09 0:00:00,Manheim Running,12.36,156.978,82.994,145.098,174.594,117.103,227.837,6.715,6.416,10.272,282.722,1.543,6.499,12.306,2021-10-09 5:19:00,14.59,Brooks Launch 9/GTS 9
1346,Treadmill Running,2023-07-08 0:00:00,New Castle Running,9.989,161.377,67.233,93.797,171.725,167.493,161.667,6.731,6.371,203.401,12.713,1.813,0.214,10.077,2023-07-08 21:14:00,5.87,Brooks Ghost 15
1347,Running,2021-03-10 0:00:00,Fairfax County Running,15.869,504.01,108.341,115.672,176.709,124.637,192.896,6.827,6.59,901.782,882.929,1.625,2.653,15.687,2021-03-10 21:23:00,23.43,Asics Magic Speed
1348,Treadmill Running,2023-03-15 0:00:00,Richmond Running,6.821,824.913,49.953,74.012,163.927,180.784,142.246,7.323,6.929,13.167,629.339,0.386,6.227,7.255,2023-03-15 9:13:00,22.01,Craft Pro Endur Distance
1349,Running,2021-09-14 0:00:00,Chester Running,16.502,153.568,110.548,137.797,179.581,117.897,153.601,6.699,5.903,475.041,243.438,0.25,3.515,16.2,2021-09-14 14:12:00,17.93,Altra Paradigm 6
1350,Treadmill Running,2021-01-29 0:00:00,Haverford Running,16.989,49.986,113.195,104.374,180.79,114.691,217.317,6.663,6.217,220.057,972.254,1.7,4.202,16.634,2021-01-29 16:17:00,27.21,Asics Magic Speed
1351,Running,2022-12-17 0:00:00,Lancaster Running,6.538,94.201,43.874,133.189,167.992,118.021,129.673,6.711,5.797,68.162,406.312,1.854,2.866,6.815,2022-12-17 14:11:00,30.03,Craft Pro Endur Distance
1352,Treadmill Running,2023-06-15 0:00:00,Wicomico County Running,8.527,30.909,56.75,148.317,170.758,173.598,191.245,6.656,6.102,396.546,832.705,0.46,0.298,8.671,2023-06-15 5:35:00,3.22,Hoka Mach 5
1353,Treadmill Running,2023-05-11 0:00:00,Bethlehem Running,13.423,108.693,89.789,66.905,176.159,144.711,223.085,6.689,5.845,844.89,471.096,0.539,4.971,13.293,2023-05-11 12:05:00,17.4,Hoka Mach 5
1354,Running,2021-11-24 0:00:00,Ocean City Running,7.067,507.438,49.765,102.724,166.135,185.931,215.921,7.042,6.481,983.034,447.289,0.21,4.012,7.41,2021-11-24 6:38:00,18.96,Altra Paradigm 6
1355,Treadmill Running,2022-09-29 0:00:00,Anne Arundel County Running,6.522,261.05,44.729,78.717,166.968,141.91,138.18,6.858,6.421,249.018,216.852,0.833,7.558,6.84,2022-09-29 6:18:00,15.79,Craft Pro Endur Distance
1356,Treadmill Running,2023-01-18 0:00:00,Ocean City Running,17.492,117.429,116.928,70.927,180.985,136.63,162.69,6.685,5.805,264.203,462.775,0.546,3.926,17.122,2023-01-18 4:48:00,29.08,Hoka Mach 5
1357,Running,2023-06-24 0:00:00,Chicago Running,17.966,708.925,123.478,110.746,177.988,149.094,198.777,6.873,6.263,968.743,254.168,0.268,7.394,17.708,2023-06-24 15:02:00,2.47,Hoka Mach 5
1358,Running,2021-09-24 0:00:00,Voorhees Running,13.919,110.283,93.1,84.11,176.744,146.921,149.464,6.689,5.916,788.251,960.219,0.765,6.229,13.76,2021-09-24 15:50:00,13.39,Nike Alphafly Next% 2
1359,Running,2021-02-09 0:00:00,Anne Arundel County Running,11.672,869.974,82.499,105.288,169.47,196.349,219.338,7.068,6.463,980.886,383.508,0.081,7.203,11.827,2021-02-09 19:04:00,30.09,Adidas Ultra Boost 20
1360,Cardio,2023-03-02 0:00:00,Cherry Hill Running,13.055,524.323,89.723,186.434,173.212,162.063,129.923,6.873,6.431,567.748,865.853,1.239,4.887,13.046,2023-03-02 15:46:00,19.18,Craft Pro Endur Distance
1361,Running,2023-09-08 0:00:00,Santurce Running,7.939,593.892,56.066,67.026,166.659,192.702,228.596,7.062,6.342,449.586,328.527,0.028,5.445,8.251,2023-09-08 18:06:00,14.23,Nike Pegasus 40
1362,Treadmill Running,2022-04-01 0:00:00,Ocean City Running,11.797,226.43,79.646,145.015,173.501,126.383,159.56,6.751,6.335,430.498,689.585,0.46,7.068,11.793,2022-04-01 17:11:00,19.37,Brooks Ghost 14
1363,Running,2021-05-11 0:00:00,Haddon Running,11.913,520.77,82.1,95.771,171.864,187.924,173.305,6.892,6.181,435.538,542.019,0.486,8.333,11.971,2021-05-11 14:17:00,13.36,Altra Paradigm 6
1364,Treadmill Running,2021-04-17 0:00:00,Cherry Hill Running,10.826,579.457,75.202,106.975,170.208,151.926,149.116,6.947,6.468,298.381,525.42,1.285,5.554,10.962,2021-04-17 10:46:00,21.06,Brooks Ghost 14
1365,Treadmill Running,2022-04-02 0:00:00,Ocean City Running,6.342,93.573,42.571,180.079,167.762,165.576,236.112,6.712,6.479,825.854,339.264,1.746,5.353,6.631,2022-04-02 11:03:00,22.64,Brooks Launch 9/GTS 9
1366,Treadmill Running,2023-07-22 0:00:00,Lancaster Running,3.638,944.804,29.454,135.365,159.388,138.377,232.283,8.095,7.819,282.027,362.245,1.628,1.306,4.29,2023-07-22 13:47:00,5.81,Brooks Ghost 15
1367,Cardio,2022-05-05 0:00:00,New Castle Running,13.149,33.575,87.538,106.087,176.284,151.966,143.337,6.657,5.937,332.444,317.293,1.719,7.314,13.019,2022-05-05 16:01:00,23.96,Nike Alphafly Next% 2
1368,Treadmill Running,2022-11-07 0:00:00,Philadelphia - Running,1.808,683.909,15.772,144.751,158.766,188.4,188.457,8.724,7.777,177.246,249.97,1.439,4.623,2.507,2022-11-07 9:28:00,14.5,Craft Pro Endur Distance
1369,Treadmill Running,2021-01-05 0:00:00,New York Running,1.574,598.457,13.726,182.126,159.001,193.327,139.922,8.719,8.474,464.369,161.916,1.639,8.099,2.267,2021-01-05 20:42:00,25.09,Asics Magic Speed
1370,Treadmill Running,2023-01-01 0:00:00,Philadelphia Running,16.228,919.805,113.115,84.09,174.633,157.523,197.761,6.97,6.481,382.013,423.309,1.669,4.7,16.123,2023-01-01 10:53:00,29.42,Hoka Mach 5
1371,Running,2022-07-12 0:00:00,Boca Raton - Running,4.002,497.087,29.305,135.338,162.523,150.905,163.976,7.323,6.623,653.889,750.752,0.491,0.405,4.526,2022-07-12 7:22:00,5.36,Craft Pro Endur Distance
1372,Cardio,2023-01-13 0:00:00,Baltimore Running,3.452,772.059,27.223,133.178,160.206,183.668,126.778,7.886,7.575,389.585,726.837,0.388,4.769,4.074,2023-01-13 10:47:00,27.31,Brooks Ghost 15
1373,Running,2023-05-05 0:00:00,Exeter Running,6.982,33.903,46.488,95.432,168.889,181.994,226.677,6.658,6.058,936.455,572.814,0.393,4.563,7.219,2023-05-05 16:14:00,12.21,Brooks Ghost 15
1374,Running,2022-10-16 0:00:00,Santurce Running,7.336,132.161,49.408,173.953,168.721,156.944,223.584,6.735,6.346,350.106,424.192,0.011,7.537,7.575,2022-10-16 12:46:00,13.1,Craft Pro Endur Distance
1375,Running,2021-12-11 0:00:00,Lancaster Running,8.08,610.678,57.1,184.06,166.727,126.101,201.028,7.067,6.513,225.073,692.568,0.309,1.319,8.387,2021-12-11 9:21:00,30.2,Altra Paradigm 6
1376,Cardio,2021-08-11 0:00:00,Treadmill Running,9.756,901.237,69.928,88.753,166.986,176.306,240.493,7.168,6.255,37.702,130.295,1.516,4.393,10.033,2021-08-11 7:32:00,6.48,Craft Pro Endur Distance
1377,Treadmill Running,2023-06-19 0:00:00,Exeter Running,0.786,950.843,10.502,83.179,155.932,131.196,237.337,13.357,12.536,145.843,46.312,1.841,1.722,1.609,2023-06-19 11:34:00,9.05,Brooks Ghost 15
1378,Running,2022-10-05 0:00:00,Jefferson County Running,13.328,803.709,93.146,64.893,171.856,197.076,237.475,6.989,6.379,61.484,163.138,1.78,2.012,13.369,2022-10-05 6:33:00,12.78,Nike Pegasus 40
1379,Cardio,2022-05-11 0:00:00,Santurce Running,3.276,556.326,24.816,108.767,161.296,115.11,173.439,7.574,7.021,460.223,604.41,0.272,6.04,3.857,2022-05-11 19:04:00,14.94,Nike Alphafly Next% 2
1380,Running,2022-12-18 0:00:00,Boulder County Running,6.702,974.738,50.021,153.136,162.881,178.503,178.258,7.463,6.492,121.674,163.052,1.602,5.037,7.178,2022-12-18 16:41:00,34.58,Craft Pro Endur Distance
1381,Cardio,2023-10-08 0:00:00,Chicago Running,6.826,925.662,50.562,145.29,163.325,186.269,204.35,7.407,6.792,23.397,866.92,0.039,3.562,7.283,2023-10-08 7:50:00,12.83,Hoka Mach 5
1382,Running,2021-04-14 0:00:00,Boulder County Running,4.505,782.478,34.293,154.729,161.406,164.572,184.098,7.612,6.656,343.292,826.561,0.065,5.538,5.067,2021-04-14 12:58:00,24.07,Brooks Ghost 14
1383,Cardio,2023-05-03 0:00:00,Bethlehem Running,9.203,436.715,63.582,56.526,169.123,130.394,180.347,6.909,6.436,833.515,424.508,0.245,4.322,9.403,2023-05-03 20:14:00,15.03,Hoka Mach 5
