,Activity Type,Date,Title,Distance,Calories,Time taken,Avg HR,Max HR,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Best Lap Time,Number of Laps,Time,Temp,Shoes
0,Running,2018-05-29,Baltimore Running,4.02,314,29.533,150,173,170,178,7.35,6.267,197,204,1.29,4.493,5,18:53:00,21.2,Nike React Infinity Run Flyknit
1,Running,2018-05-30,Baltimore Running,4.15,383,30.467,147,164,168,176,7.333,5.9,180,177,1.3,1.607,5,18:30:00,16.79,Nike React Infinity Run Flyknit
2,Running,2018-05-31,Baltimore Running,5.98,566,45.283,149,175,168,246,7.567,6.083,322,322,1.27,2.58,6,18:37:00,22.62,Nike React Infinity Run Flyknit
3,Running,2018-06-01,Baltimore Running,6.03,575,42.4,159,175,170,180,7.033,5.65,382,387,1.35,1.005,7,18:37:00,5.97,Nike Pegasus 37
4,Running,2018-06-03,Baltimore Running,7.96,808,55.55,170,184,170,182,6.983,4.567,669,679,1.35,1.182,8,18:09:00,5,Nike React Infinity Run Flyknit
5,Running,2018-06-04,Baltimore Running,6.03,523,42.317,150,168,170,182,7.017,6.033,555,545,1.35,0.445,7,18:41:00,8.55,Hoka One One Elevon 2
6,Running,2018-06-05,Baltimore Running,5.2,439,36.783,146,163,170,180,7.083,5.65,302,297,1.33,4.121,6,18:36:00,6.08,Nike React Infinity Run Flyknit
7,Running,2018-06-07,Baltimore Running,6,553,46.117,143,163,168,178,7.683,6.667,492,495,1.24,4.501,7,18:16:00,7.77,Hoka One One Elevon 2
8,Running,2018-06-08,Baltimore Running,7,673,49.3,159,177,172,182,7.05,5.9,701,710,1.33,0.838,8,18:15:00,9.63,Nike React Infinity Run Flyknit
9,Running,2018-06-09,Baltimore Running,6.99,648,47.933,159,186,174,182,6.85,5.683,419,421,1.34,0.13,7,15:50:00,2.66,Nike React Infinity Run Flyknit
10,Running,2018-06-11,Baltimore Running,6.46,548,44.55,148,171,172,182,6.9,5.867,449,444,1.36,3.916,7,18:28:00,2.12,Adidas Ultra Boost 20
11,Running,2018-06-12,Baltimore Running,7.96,613,51.933,149,170,176,186,6.517,5.567,440,447,1.4,0.71,8,18:44:00,4.65,Nike React Infinity Run Flyknit
12,Running,2018-06-13,Baltimore Running,8.49,869,60.633,163,183,172,182,7.15,4.783,872,827,1.31,3.582,9,18:16:00,10.35,Nike Pegasus 37
13,Running,2018-06-14,Baltimore Running,8,718,58.283,147,170,170,182,7.283,5.833,398,396,1.29,1.698,8,19:01:00,6.49,Nike React Infinity Run Flyknit
14,Running,2018-06-15,Baltimore Running,7.95,672,57.433,142,160,172,180,7.217,5.9,325,328,1.29,3.419,8,18:38:00,9.72,Hoka One One Elevon 2
15,Running,2018-06-16,Philadelphia Running,7.96,711,54.167,151,168,172,178,6.8,3.033,198,202,1.37,3.463,8,19:21:00,3.87,Nike React Infinity Run Flyknit
16,Running,2018-06-17,Philadelphia Running,10.92,374.566,74.167,157,169,176,182,6.783,5.067,276,281,1.35,1.427,11,08:17:00,4.24,Adidas Ultra Boost 20
17,Running,2018-06-18,Baltimore Running,8.04,719,62.917,140,160,170,180,7.833,4.95,424,423,1.2,4.102,9,18:31:00,7.92,Nike Pegasus 37
18,Running,2018-06-19,Baltimore Running,9,794,65.65,145,179,172,182,7.3,6.083,721,720,1.28,2.709,9,18:56:00,4.65,Nike Pegasus 37
19,Running,2018-06-21,Baltimore Running,9,840,63.133,155,172,172,180,7.017,5.55,575,577,1.33,1.77,10,17:04:00,7.37,Nike React Infinity Run Flyknit
20,Running,2018-06-22,Cherry Hill Running,8,649,54.6,142,163,170,182,6.817,5.717,312,305,1.39,0.813,9,21:33:00,5.04,Hoka One One Elevon 2
21,Running,2018-06-23,Cherry Hill Running,2,167,15.5,128,144,172,180,7.75,6.017,91,96,1.2,0.404,3,16:47:00,2.27,Hoka One One Elevon 2
22,Running,2018-06-24,Baltimore Running,12.01,374.566,85.2,151,180,172,182,7.1,2.767,821,835,1.32,4.169,13,16:49:00,2.89,Hoka One One Elevon 2
23,Running,2018-06-25,Baltimore Running,10.02,899,69.4,148,168,174,182,6.933,2.467,719,712,1.34,1.641,11,18:27:00,5.38,Hoka One One Elevon 2
24,Running,2018-06-26,Baltimore Running,9,789,66.333,140,159,172,180,7.367,4.633,671,671,1.27,0.773,9,18:56:00,4.21,Nike Pegasus 37
25,Running,2018-06-27,Baltimore Running,3.01,256,23.117,131,145,174,180,7.683,6.833,186,191,1.21,0.756,4,09:33:00,4.34,Adidas Ultra Boost 20
26,Running,2018-06-27,Baltimore Running,8.94,724,64.583,138,162,174,186,7.233,5.267,819,820,1.29,4.808,9,17:26:00,6.7,Hoka One One Elevon 2
27,Running,2018-06-28,Baltimore Running,9.99,913,74.983,142,164,170,230,7.5,4.033,462,457,1.26,3.997,10,18:42:00,3.61,Nike React Infinity Run Flyknit
28,Running,2018-06-29,Baltimore Running,9.14,844,63.383,150,173,174,182,6.933,5.333,573,570,1.34,2.181,10,18:26:00,6.61,Nike Pegasus 37
29,Running,2018-06-30,Baltimore Running,9,846,64.1,151,186,172,194,7.117,4.133,540,540,1.31,2.795,10,18:04:00,9.41,Nike React Infinity Run Flyknit
30,Running,2018-07-01,Baltimore Running,13.11,374.566,94.45,146,166,172,180,7.2,5.75,804,766,1.3,2.094,14,19:13:00,5.6,Nike React Infinity Run Flyknit
31,Running,2018-07-02,Baltimore Running,8.99,886,64.683,152,167,174,184,7.2,5,507,514,1.28,1.894,9,18:23:00,10.73,Nike Pegasus 37
32,Running,2018-07-03,Baltimore Running,1,78,5.37,160,175,184,190,5.383,4.917,22,34,1.63,0.263,1,21:05:00,7.85,Adidas Ultra Boost 20
33,Running,2018-07-03,Baltimore Running,5.23,506,38.717,145,158,174,180,7.4,6.1,399,385,1.25,0.263,6,21:14:00,6.67,Hoka One One Elevon 2
34,Running,2018-07-03,Baltimore Running,2.75,249,21.4,134,164,172,190,7.8,5.117,296,280,1.2,3.275,3,20:26:00,9.92,Nike React Infinity Run Flyknit
35,Running,2018-07-03,Baltimore Running,1.01,78,5.39,162,186,184,208,5.35,4.7,37,26,1.63,0.499,2,20:57:00,10.96,Nike React Infinity Run Flyknit
36,Running,2018-07-04,Baltimore Running,9.5,925,76.683,142,161,174,180,8.067,6.267,245.311,245.55,1.15,1.148,10,10:29:00,8.52,Adidas Ultra Boost 20
37,Running,2018-07-05,Baltimore Running,7.55,614,57.667,133,156,176,184,7.633,4.633,376,365,1.2,3.262,8,17:45:00,7.32,Hoka One One Elevon 2
38,Running,2018-07-06,Baltimore Running,1.97,156,14.617,127,148,174,180,7.4,6.167,140,147,1.25,2.447,2,17:39:00,7.61,Nike React Infinity Run Flyknit
39,Running,2018-07-06,Baltimore Running,6.18,527,46.017,137,156,172,184,7.45,5.467,315,318,1.25,4.345,7,18:08:00,7.5,Nike Pegasus 37
40,Running,2018-07-07,Howard County Running,8.48,938,72.833,150,185,170,228,8.6,3.617,245.311,245.55,1.1,3.468,9,11:53:00,7.47,Hoka One One Elevon 2
41,Running,2018-07-08,Baltimore County Running,14.98,374.566,100.933,151,175,174,182,6.733,5.367,245.311,245.55,1.38,0.6,15,11:12:00,3.33,Hoka One One Elevon 2
42,Running,2018-07-09,Baltimore Running,11,964,79.1,142,162,174,182,7.183,4.45,926,929,1.29,1.699,12,18:44:00,3.64,Nike React Infinity Run Flyknit
43,Running,2018-07-10,Baltimore Running,2.01,170,10.7,171,185,182,190,5.333,5.067,14,11,1.66,0.068,3,18:56:00,7.56,Adidas Ultra Boost 20
44,Running,2018-07-10,Baltimore Running,5.17,496,41.15,142,172,172,180,7.967,5.8,405,322,1.17,2.478,6,19:08:00,8.06,Nike Pegasus 37
45,Running,2018-07-10,Baltimore Running,0.33,31,2.363,141,154,174,186,7.267,6.083,245.311,245.55,1.27,0.576,1,18:46:00,4.76,Hoka One One Elevon 2
46,Running,2018-07-10,Baltimore Running,2.51,195,16.7,133,164,176,192,6.65,3.683,107,154,1.37,3.003,3,18:26:00,4.9,Adidas Ultra Boost 20
47,Running,2018-07-11,Baltimore Running,7.43,623,56.533,138,162,176,184,7.6,6.4,772,818,1.21,4.748,8,18:52:00,6.76,Nike React Infinity Run Flyknit
48,Running,2018-07-11,Baltimore Running,2.08,186,15.883,135,148,172,180,7.65,6.383,119,126,1.23,2.156,3,20:19:00,10.77,Adidas Ultra Boost 20
49,Running,2018-07-12,Baltimore Running,2.16,179,15.4,134,152,174,182,7.133,3.083,96,96,1.3,2.856,3,19:01:00,6.32,Nike Pegasus 37
50,Running,2018-07-12,Baltimore Running,7.97,674,59.417,137,156,174,182,7.45,6.55,610,568,1.24,4.311,8,19:33:00,4.43,Nike React Infinity Run Flyknit
51,Running,2018-07-13,Running,8,374.566,58,143.624,164.647,177.009,188.897,7.25,0,245.311,245.55,0,0.293,1,19:25:00,7.53,Nike React Infinity Run Flyknit
52,Running,2018-07-14,Running,10.5,374.566,77,143.624,164.647,177.009,188.897,7.333,0,245.311,245.55,0,4.257,1,18:16:00,2.39,Hoka One One Elevon 2
53,Running,2018-07-15,Running,15,374.566,108,143.624,164.647,177.009,188.897,7.2,0,245.311,245.55,0,1.448,1,08:30:00,8.78,Adidas Ultra Boost 20
54,Running,2018-07-17,Baltimore Running,4.09,359,28.383,142,160,172,180,6.95,5.683,246,257,1.34,4.565,5,16:47:00,7.86,Nike React Infinity Run Flyknit
55,Running,2018-07-17,Baltimore Running,10,923,76.2,141,172,174,184,7.617,6.283,693,688,1.22,0.075,10,07:46:00,3.52,Hoka One One Elevon 2
56,Running,2018-07-18,Baltimore Running,2.51,210,18.033,132,144,174,192,7.183,2.883,110,157,1.29,4.096,3,18:27:00,8.76,Hoka One One Elevon 2
57,Running,2018-07-18,Baltimore Running,2.01,150,10.517,155,168,182,194,5.233,4.817,16,14,1.69,1.871,3,19:04:00,8.23,Hoka One One Elevon 2
58,Running,2018-07-18,Baltimore Running,4.49,439,34.467,144,156,174,180,7.667,6.3,193,104,1.21,1.996,5,19:16:00,9.64,Nike Pegasus 37
59,Running,2018-07-18,Baltimore Running,1.01,63,5.253,134,143,186,194,5.217,4.917,10,5,1.66,2.594,2,18:57:00,3.66,Hoka One One Elevon 2
60,Running,2018-07-19,Baltimore Running,10.01,814,75.4,136,160,172,182,7.533,4.817,884,850,1.24,4.759,11,18:42:00,2.85,Nike Pegasus 37
61,Running,2018-07-20,Baltimore Running,8,688,56.683,141,156,174,182,7.083,3.65,433,437,1.31,4.727,8,17:59:00,6.5,Nike React Infinity Run Flyknit
62,Running,2018-07-21,Cherry Hill Running,10,837,71.433,140,156,176,192,7.15,5.25,221,224,1.28,0.342,10,08:46:00,2.26,Nike Pegasus 37
63,Running,2018-07-21,Ocean City Running,3.04,231,21.183,129,150,176,184,6.967,4.633,12,12,1.31,4.443,4,18:27:00,10.03,Hoka One One Elevon 2
64,Running,2018-07-22,Ocean City Running,16,374.566,115.617,143,174,176,184,7.233,5.767,145,145,1.28,2.05,16,09:24:00,9.5,Hoka One One Elevon 2
65,Running,2018-07-23,Baltimore Running,1.72,167,12.967,138,148,168,176,7.55,6.867,29,27,1.27,2.285,2,19:47:00,2.36,Nike Pegasus 37
66,Running,2018-07-23,Baltimore Running,0.28,22,2.212,117,134,176,182,7.8,1.933,35,245.55,1.17,2.262,1,18:11:00,6.23,Hoka One One Elevon 2
67,Running,2018-07-23,Baltimore Running,9.31,857,57.217,160,188,178,188,6.15,5.05,426,426,1.48,1.191,10,18:29:00,8.18,Adidas Ultra Boost 20
68,Running,2018-07-24,Baltimore Running,10.07,861,72.267,141,156,174,184,7.167,3.967,657,652,1.28,1.183,11,18:23:00,3.71,Nike React Infinity Run Flyknit
69,Running,2018-07-25,Baltimore Running,2.22,191,15.683,135,153,176,186,7.067,6.233,220,240,1.28,3.552,3,18:50:00,6.29,Hoka One One Elevon 2
70,Running,2018-07-25,Baltimore Running,5,472,28.933,172,187,180,192,5.783,4.767,447,479,1.53,2.25,5,19:09:00,9.26,Adidas Ultra Boost 20
71,Running,2018-07-25,Baltimore Running,2.73,255,20.85,140,159,174,182,7.633,6.033,284,198,1.22,2.308,3,19:42:00,6.57,Hoka One One Elevon 2
72,Running,2018-07-26,Baltimore Running,12,374.566,84.7,144,166,176,184,7.067,5.95,622,619,1.3,3.237,12,18:41:00,3.87,Adidas Ultra Boost 20
73,Running,2018-07-27,Baltimore Running,9.27,717,67.133,135,154,174,184,7.25,5.717,727,733,1.28,0.326,10,19:06:00,6.12,Adidas Ultra Boost 20
74,Running,2018-07-28,Baltimore Running,9.45,872,71.7,142,166,174,184,7.583,5.083,864,872,1.22,1.275,10,09:06:00,4.47,Nike React Infinity Run Flyknit
75,Running,2018-07-28,Baltimore Running,4,336,29.933,132,146,176,188,7.483,6.3,244,241,1.22,3.666,4,15:27:00,7.35,Hoka One One Elevon 2
76,Running,2018-07-29,Baltimore Running,3.9,335,28.767,135,154,176,184,7.383,5.733,303,83,1.25,0.176,4,16:05:00,7.33,Nike Pegasus 37
77,Running,2018-07-30,Denver Running,9.3,788,64.967,142,160,174,180,6.983,2.733,237,237,1.33,0.858,10,19:38:00,8.16,Adidas Ultra Boost 20
78,Running,2018-07-31,Jefferson County Running,10.29,956,78.283,146,171,172,182,7.6,5.717,245.311,245.55,1.22,1.791,11,10:39:00,6.36,Nike React Infinity Run Flyknit
79,Running,2018-08-01,Denver Running,10.21,906,69.883,148,160,174,182,6.85,1.45,167,167,1.35,2.073,11,10:11:00,10.83,Nike React Infinity Run Flyknit
80,Running,2018-08-01,Denver Running,2.92,246,20.633,135,148,174,180,7.05,0.7,42,43,1.31,2.513,3,18:34:00,8.31,Nike Pegasus 37
81,Running,2018-08-02,Denver Running,4,347,28.6,136,155,176,182,7.15,0.783,67,67,1.28,1.489,5,10:19:00,10.23,Nike Pegasus 37
82,Running,2018-08-02,Denver Running,8,733,53.317,153,192,178,196,6.667,1.483,105,105,1.35,2.931,8,16:13:00,5.16,Hoka One One Elevon 2
83,Running,2018-08-03,Denver Running,10.03,903,68.1,149,166,174,182,6.8,4.167,194,191,1.35,3.975,11,17:06:00,4.54,Nike Pegasus 37
84,Running,2018-08-04,Boulder County Running,8.01,771,56.783,152,176,174,182,7.083,5.15,964,955,1.31,2.811,9,08:49:00,4.9,Hoka One One Elevon 2
85,Running,2018-08-05,Cherry Hill Running,10.01,890,67.567,149,171,174,180,6.75,5.567,314,311,1.37,4.112,11,19:39:00,9.47,Nike React Infinity Run Flyknit
86,Running,2018-08-06,New Castle Running,12.08,374.566,86.117,140,160,174,182,7.133,5.417,394,392,1.3,1.651,13,18:50:00,3.91,Nike React Infinity Run Flyknit
87,Running,2018-08-07,Rye Running,11.07,978,81.117,142,173,174,182,7.317,6.167,128,128,1.27,4.316,12,17:40:00,4.31,Hoka One One Elevon 2
88,Running,2018-08-08,Exeter Running,3.56,343,36.817,123,154,164,180,10.35,6.667,376,373,0.95,0.851,4,08:42:00,10.43,Nike React Infinity Run Flyknit
89,Running,2018-08-09,Cherry Hill Running,11.01,943,79.05,141,169,174,182,7.183,6.017,494,490,1.29,4.273,12,19:21:00,10.9,Nike Pegasus 37
90,Running,2018-08-10,Cherry Hill Running,5.16,493,38.65,141,165,174,182,7.5,6.65,203,207,1.23,3.904,6,11:36:00,5.42,Hoka One One Elevon 2
91,Running,2018-08-10,Cherry Hill Running,8.4,679,61.55,134,154,174,180,7.333,5.883,261,264,1.27,3.103,9,19:02:00,8.16,Hoka One One Elevon 2
92,Running,2018-08-11,Cherry Hill Running,11,905,78.567,138,174,174,182,7.133,6.167,317,320,1.29,3.296,12,12:40:00,5.3,Nike Pegasus 37
93,Running,2018-08-12,Cherry Hill Running,3,286,22,140,157,174,182,7.333,6.5,104,104,1.26,0.623,3,16:32:00,2.71,Hoka One One Elevon 2
94,Running,2018-08-12,Cherry Hill Running,9.5,802,65.817,141,163,176,186,6.933,5.4,340,340,1.32,0.255,10,08:06:00,3.41,Nike React Infinity Run Flyknit
95,Running,2018-08-13,Cherry Hill Running,17,374.566,120,154,194,174,186,7.067,4.967,470,476,1.31,2.865,17,16:17:00,3.84,Nike React Infinity Run Flyknit
96,Running,2018-08-14,Baltimore Running,11.06,961,68.617,158,180,180,196,6.2,4.95,580,574,1.45,1.231,12,18:11:00,8.19,Adidas Ultra Boost 20
97,Running,2018-08-15,Baltimore Running,11.2,374.566,78.617,149,173,176,190,7.017,5.9,984,974,1.3,3.516,12,16:50:00,5.58,Hoka One One Elevon 2
98,Running,2018-08-16,Baltimore Running,10.01,927,68.95,150,168,176,190,6.9,5.583,869,858,1.32,2.834,11,17:00:00,8.76,Nike Pegasus 37
99,Running,2018-08-17,Baltimore Running,7.71,739,55.733,148,167,176,190,7.233,5.983,592,586,1.26,3.598,8,10:21:00,9.37,Nike Pegasus 37
100,Running,2018-08-17,Baltimore Running,2.2,228,16.917,148,161,172,182,7.667,6.567,172,179,1.21,4.454,3,11:29:00,4.01,Nike Pegasus 37
101,Cardio,2018-08-17,Cardio,0,1,0.597,69,77,172,172,0,0,245.311,245.55,0.06,1.513,1,15:08:00,6.15,Adidas Ultra Boost 20
102,Running,2018-08-18,Baltimore Running,2.07,180,14.85,137,170,178,198,7.183,5.333,214,250,1.26,3.789,3,09:31:00,9.18,Nike React Infinity Run Flyknit
103,Running,2018-08-18,Baltimore Running,5.95,585,35.017,177,192,180,196,5.883,4.95,297,257,1.52,1.314,6,09:53:00,4.57,Hoka One One Elevon 2
104,Running,2018-08-18,Baltimore Running,1.32,158,12.067,146,158,168,174,9.15,5.517,196,161,1.05,0.668,2,10:37:00,5.19,Adidas Ultra Boost 20
105,Running,2018-08-18,Baltimore Running,5.05,442,35.533,144,164,176,184,7.033,5.683,259,249,1.3,0.663,6,16:18:00,9.24,Adidas Ultra Boost 20
106,Running,2018-08-19,Baltimore Running,16.66,374.566,118.983,145,167,176,190,7.133,5.867,245.311,991,1.28,1.925,17,09:18:00,2.35,Nike Pegasus 37
107,Running,2018-08-20,Baltimore Running,10.99,888,68.65,154,173,180,194,6.25,4.65,541,542,1.42,1.255,11,09:50:00,4.49,Nike Pegasus 37
108,Running,2018-08-21,Baltimore Running,2.3,217,13.217,176,186,182,194,5.733,4.517,172,172,1.54,4.24,3,10:36:00,3.97,Nike React Infinity Run Flyknit
109,Running,2018-08-21,Baltimore Running,3.98,329,27.783,137,156,178,190,6.983,6.117,202,195,1.3,1.681,4,16:42:00,5.16,Adidas Ultra Boost 20
110,Running,2018-08-21,Baltimore Running,1.88,190,17.2,130,157,168,176,9.15,7.333,202,208,1.04,1.124,2,11:06:00,8.59,Adidas Ultra Boost 20
111,Running,2018-08-21,Baltimore Running,2.8,233,19.517,137,168,178,194,6.983,1.033,262,266,1.29,3.131,3,09:49:00,4.52,Hoka One One Elevon 2
112,Running,2018-08-21,Baltimore Running,2.31,204,12.833,172,187,184,198,5.567,4.783,172,172,1.58,4.177,3,10:20:00,10.15,Nike React Infinity Run Flyknit
113,Running,2018-08-22,Baltimore Running,11,865,76.867,139,174,176,202,6.983,3.95,927,922,1.31,2.893,12,16:32:00,3.52,Nike Pegasus 37
114,Running,2018-08-23,Wicomico County Running,10.01,771,67.833,137,178,176,192,6.783,5.783,32,34,1.35,2.02,11,11:04:00,7.11,Hoka One One Elevon 2
115,Running,2018-08-24,Baltimore Running,5.46,471,28.6,174,186,184,196,5.25,4.75,65,68,1.67,2.602,6,09:18:00,4.07,Nike Pegasus 37
116,Running,2018-08-24,Baltimore Running,1.85,197,15.683,138,148,172,180,8.467,7.533,155,62,1.1,2.887,2,09:58:00,6.81,Nike React Infinity Run Flyknit
117,Running,2018-08-24,Running,2.4,374.566,17,143.624,164.647,177.009,188.897,7.083,0,245.311,245.55,0,0.174,1,10:38:00,3.93,Adidas Ultra Boost 20
118,Running,2018-08-25,Baltimore Running,2.61,217,19.933,129,143,174,182,7.633,6.883,151,165,1.21,2.334,3,16:22:00,9.32,Nike React Infinity Run Flyknit
119,Running,2018-08-25,Baltimore Running,10.97,883,77.783,139,170,176,204,7.1,4.067,819,834,1.29,0.621,11,10:46:00,4.61,Nike Pegasus 37
120,Running,2018-08-25,Baltimore Running,0.43,43,3.63,132,154,174,180,8.367,4.2,3,43,1.11,0.508,1,16:07:00,10.57,Nike React Infinity Run Flyknit
121,Running,2018-08-26,Howard County Running,17.09,374.566,114.9,149,182,176,194,6.717,4.933,685,690,1.36,3.923,18,09:26:00,2.16,Hoka One One Elevon 2
122,Running,2018-08-27,Baltimore Running,10.03,944,70.667,148,169,176,186,7.05,5.167,537,530,1.3,1.882,11,17:02:00,2.69,Nike Pegasus 37
123,Running,2018-08-28,Baltimore Running,1.99,162,14.083,132,163,180,192,7.083,4.9,88,128,1.26,1.426,2,07:22:00,4.72,Adidas Ultra Boost 20
124,Running,2018-08-28,Baltimore Running,2.07,166,9.655,179,193,194,212,4.65,4.283,57,64,1.79,2.028,3,08:00:00,7.03,Hoka One One Elevon 2
125,Running,2018-08-28,Baltimore Running,2.69,284,24.667,133,147,168,194,9.167,4.083,161,113,1.04,4.489,3,08:17:00,10.36,Nike React Infinity Run Flyknit
126,Running,2018-08-28,Baltimore Running,4.01,358,31.883,132,151,174,182,7.967,6.767,470,466,1.17,3.141,5,16:02:00,6.32,Adidas Ultra Boost 20
127,Running,2018-08-29,Baltimore County Running,10.17,868,65.2,153,186,178,194,6.417,4.617,781,794,1.41,4.015,11,09:39:00,3.94,Nike Pegasus 37
128,Running,2018-08-30,Baltimore Running,4.03,362,30.617,136,176,174,180,7.6,5.717,495,486,1.22,0.052,5,09:56:00,6.19,Nike React Infinity Run Flyknit
129,Running,2018-08-30,Baltimore Running,10.11,797,76.333,134,151,174,186,7.55,5.667,530,520,1.22,0.428,11,16:46:00,10.59,Hoka One One Elevon 2
130,Cardio,2018-09-01,Cardio,0,1,1.038,56,59,177.009,188.897,0,0,245.311,245.55,0,1.491,1,12:43:00,16.72,Hoka One One Elevon 2
131,Running,2018-09-01,Baltimore Running,9.31,715,69.367,133,164,172,194,7.45,5.117,833,830,1.25,0.769,10,10:39:00,24.75,Nike Pegasus 37
132,Running,2018-09-01,Baltimore Running,0.97,87,8.027,126,144,170,178,8.317,5.85,19,19,1.14,0.809,1,12:03:00,22.87,Adidas Ultra Boost 20
133,Running,2018-09-02,Baltimore Running,17.06,374.566,116.133,157,184,176,192,6.8,4.717,245.311,245.55,1.34,1.451,18,10:13:00,20.47,Hoka One One Elevon 2
134,Running,2018-09-03,Baltimore Running,7.01,557,48.7,145,187,178,192,6.95,5.35,392,385,1.31,2.049,8,17:10:00,18.37,Hoka One One Elevon 2
135,Running,2018-09-03,Baltimore Running,2.99,282,24.95,131,172,172,178,8.333,6.433,191,190,1.12,4.836,3,18:35:00,12.39,Nike React Infinity Run Flyknit
136,Running,2018-09-04,Baltimore Running,2.41,183,17.183,130,184,178,192,7.117,4.9,219,268,1.27,3.913,3,07:04:00,21.46,Adidas Ultra Boost 20
137,Running,2018-09-04,Baltimore Running,3.26,304,18.633,175,192,184,208,5.717,4.2,438,436,1.53,4.732,4,07:35:00,13.63,Adidas Ultra Boost 20
138,Running,2018-09-04,Baltimore Running,0.47,43,2.733,170,184,184,192,5.767,4.8,14,14,1.52,0.254,1,08:01:00,18.93,Nike Pegasus 37
139,Running,2018-09-04,Baltimore Running,0.48,43,2.718,173,189,184,196,5.7,4.783,29,26,1.54,0.777,1,08:06:00,18.4,Nike Pegasus 37
140,Running,2018-09-04,Baltimore Running,0.56,63,5.513,131,166,166,180,9.8,6.967,64,120,0.99,4.447,1,08:18:00,14.93,Nike React Infinity Run Flyknit
141,Running,2018-09-04,Baltimore Running,3.27,290,23.883,139,158,174,182,7.3,5.933,336,343,1.26,1.598,4,17:36:00,23.62,Nike Pegasus 37
142,Running,2018-09-05,Baltimore Running,11.19,964,79.05,145,178,176,186,7.067,5.833,591,582,1.3,2.86,12,17:29:00,23.94,Nike React Infinity Run Flyknit
143,Running,2018-09-06,Baltimore Running,10.04,946,72.167,150,180,176,216,7.183,4.383,810,808,1.27,2.883,11,16:46:00,16.08,Hoka One One Elevon 2
144,Running,2018-09-07,Running,7,374.566,50,143.624,164.647,177.009,188.897,7.15,0,245.311,245.55,0,3.308,1,21:24:00,23.3,Nike Pegasus 37
145,Running,2018-09-08,Running,10,374.566,66,143.624,164.647,177.009,188.897,6.6,0,245.311,245.55,0,4.482,1,10:08:00,12.29,Hoka One One Elevon 2
146,Running,2018-09-09,Baltimore Running,17.71,374.566,116.117,150,177,178,192,6.55,4.167,245.311,245.55,1.39,4.556,18,10:17:00,12.76,Adidas Ultra Boost 20
147,Running,2018-09-10,Baltimore Running,11,721,68.583,146,169,178,198,6.233,4.333,453,447,1.45,3.065,12,16:39:00,14.08,Hoka One One Elevon 2
148,Running,2018-09-12,Baltimore Running,10.01,749,67.883,148,172,176,188,6.783,5.433,859,851,1.35,0.784,11,09:18:00,14.93,Adidas Ultra Boost 20
149,Running,2018-09-13,Baltimore Running,9.26,564,68.367,133,155,174,182,7.383,5.95,549,542,1.26,4.616,10,16:40:00,22.07,Nike React Infinity Run Flyknit
150,Running,2018-09-14,Baltimore Running,1.75,140,15.133,129,146,172,182,8.633,6.183,143,53,1.09,0.268,2,08:21:00,12.34,Hoka One One Elevon 2
151,Running,2018-09-14,Baltimore Running,2.39,156,17.067,129,160,174,188,7.133,4.817,57,146,1.3,0.686,3,07:05:00,18.47,Adidas Ultra Boost 20
152,Running,2018-09-14,Baltimore Running,5.42,398,29.6,165,190,184,192,5.467,4.8,48,52,1.61,4.723,6,07:40:00,13.77,Nike React Infinity Run Flyknit
153,Running,2018-09-15,Philadelphia Running,10.09,626,72.967,133,154,172,180,7.233,4.9,335,334,1.29,2.284,11,17:01:00,20.53,Hoka One One Elevon 2
154,Running,2018-09-16,Philadelphia Running,17,374.566,113.617,151,179,176,186,6.683,4.983,245.311,245.55,1.37,3.539,18,11:43:00,16.71,Hoka One One Elevon 2
155,Running,2018-09-17,Baltimore Running,10.05,758,62.917,151,172,178,192,6.267,4.883,823,813,1.44,0.465,11,16:31:00,23.31,Adidas Ultra Boost 20
156,Running,2018-09-18,Baltimore Running,0.5,50,3.413,168,187,174,202,6.767,4.05,8,14,1.37,1.72,1,17:44:00,20.14,Nike React Infinity Run Flyknit
157,Running,2018-09-18,Baltimore Running,1.02,81,5.337,178,189,182,192,5.217,4.917,32,36,1.69,1.514,2,17:36:00,23.46,Nike React Infinity Run Flyknit
158,Running,2018-09-18,Baltimore Running,1.16,114,10.383,137,149,170,176,8.983,7.55,74,37,1.05,4.773,2,17:54:00,12.9,Nike Pegasus 37
159,Running,2018-09-18,Baltimore Running,1.54,120,7.82,179,188,186,192,5.083,4.9,42,49,1.71,1.428,2,17:17:00,17.05,Adidas Ultra Boost 20
160,Running,2018-09-18,Baltimore Running,1.8,137,9.572,165,182,184,212,5.333,4,54,61,1.64,3.084,2,17:06:00,18.63,Adidas Ultra Boost 20
161,Running,2018-09-18,Baltimore Running,2.07,135,13.717,131,161,178,190,6.617,4.8,78,113,1.37,0.622,3,16:41:00,14.19,Nike React Infinity Run Flyknit
162,Running,2018-09-18,Baltimore Running,1.52,129,8.168,180,189,182,186,5.367,4.867,41,48,1.65,3.302,2,17:26:00,18.46,Adidas Ultra Boost 20
163,Running,2018-09-19,Baltimore Running,6.83,466,49.933,136,153,176,184,7.317,5.367,434,447,1.25,1.765,7,15:21:00,21.81,Adidas Ultra Boost 20
164,Running,2018-09-20,Baltimore Running,8.99,570,66.683,133,163,172,210,7.417,4.2,563,559,1.25,2.434,9,16:37:00,21.35,Adidas Ultra Boost 20
